EJERCICIO;CODIGO_EOD;NOMBRE_EOD;ITEM;NOMBRE_ITEM; INICIAL ; CODIFICADO ; COMPROMETIDO ; DEVENGADO ; PAGADO 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510203;Decimo Tercer Sueldo; 828.540,44 ; 828.098,05 ; 30.655,67 ; 30.655,67 ; 30.655,67 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510204;Decimo Cuarto Sueldo; 162.471,92 ; 159.112,61 ; 153.184,79 ; 153.184,79 ; 153.184,79 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510306;Alimentacion; 3.386,25 ; 3.600,00 ; 577,50 ; 577,50 ; 281,25 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510507;Honorarios; 974,10 ; 974,10 ; -   ; -   ; -   
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510510;Servicios Personales por Contrato; 373.641,00 ; 345.230,80 ; 210.600,80 ; 210.600,80 ; 210.600,80 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510512;Subrogacion; 2.628,16 ; 1.293,87 ; 1.293,87 ; 1.293,87 ; 1.293,87 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510601;Aporte Patronal; 921.914,53 ; 909.682,86 ; 531.156,99 ; 531.156,99 ; 531.156,99 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510602;Fondo de Reserva; 821.571,27 ; 819.973,31 ; 479.774,99 ; 479.774,99 ; 479.774,99 
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 18.358,99 ; 8.757,19 ; -   ; -   ; -   
2021;010-0012;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOS RIOS;710706;Beneficio por Jubilacion; 44.987,50 ; 80.977,50 ; -   ; -   ; -   
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510105;Remuneraciones Unificadas; 17.816.630,67 ; 17.491.383,44 ; 10.189.647,44 ; 10.189.647,44 ; 10.189.647,44 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510106;Salarios Unificados; 77.957,99 ; 82.377,99 ; 47.863,44 ; 47.863,44 ; 47.863,44 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510203;Decimo Tercer Sueldo; 1.520.194,79 ; 1.500.198,74 ; 100.978,69 ; 100.978,69 ; 100.978,69 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510204;Decimo Cuarto Sueldo; 308.853,27 ; 302.730,77 ; 295.377,43 ; 295.377,43 ; 295.377,43 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510306;Alimentacion; 6.337,50 ; 4.725,00 ; -   ; -   ; -   
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510507;Honorarios; -   ; 3.222,20 ; 3.222,20 ; 3.222,20 ; 3.222,20 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510510;Servicios Personales por Contrato; 437.062,84 ; 459.054,80 ; 248.384,96 ; 248.384,96 ; 248.384,96 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510601;Aporte Patronal; 1.689.554,87 ; 1.659.632,56 ; 966.593,01 ; 966.593,01 ; 966.593,01 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510602;Fondo de Reserva; 1.505.619,43 ; 1.494.997,77 ; 871.802,60 ; 871.802,60 ; 871.802,60 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 21.014,56 ; 24.868,12 ; 24.677,35 ; 24.677,35 ; 24.677,35 
2021;010-0013;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI;710706;Beneficio por Jubilacion; 178.327,50 ; 145.877,50 ; -   ; -   ; -   
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510105;Remuneraciones Unificadas; 2.868.738,42 ; 2.908.469,60 ; 1.648.529,85 ; 1.648.529,85 ; 1.648.529,85 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510106;Salarios Unificados; 21.456,00 ; 21.456,00 ; 12.516,00 ; 12.516,00 ; 12.516,00 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510203;Decimo Tercer Sueldo; 276.870,04 ; 290.337,75 ; 15.879,30 ; 15.879,30 ; 15.879,30 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510204;Decimo Cuarto Sueldo; 62.004,13 ; 59.780,01 ; 54.466,29 ; 54.466,29 ; 54.466,29 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510306;Alimentacion; 1.890,57 ; 5.400,00 ; -   ; -   ; -   
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510510;Servicios Personales por Contrato; 459.705,00 ; 394.672,00 ; 242.047,00 ; 242.047,00 ; 242.047,00 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510601;Aporte Patronal; 308.078,65 ; 316.044,12 ; 175.106,01 ; 175.106,01 ; 175.106,01 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510602;Fondo de Reserva; 262.987,39 ; 283.881,67 ; 154.507,37 ; 154.507,37 ; 154.507,37 
2021;010-0014;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - MORONA SANTIAGO;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 11.243,91 ; 9.854,97 ; -   ; -   ; -   
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510105;Remuneraciones Unificadas; 2.019.098,07 ; 1.892.932,26 ; 1.246.496,95 ; 1.246.496,95 ; 1.093.379,31 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510106;Salarios Unificados; 18.792,00 ; 14.304,00 ; 9.536,00 ; 9.536,00 ; 8.344,00 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510203;Decimo Tercer Sueldo; 197.846,81 ; 187.919,53 ; 11.636,36 ; 11.636,36 ; 9.919,69 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510204;Decimo Cuarto Sueldo; 39.533,98 ; 35.929,82 ; 34.523,18 ; 34.523,18 ; 34.256,54 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510306;Alimentacion; 1.655,28 ; 2.741,20 ; 300,00 ; 300,00 ; 300,00 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510510;Servicios Personales por Contrato; 376.068,22 ; 347.413,00 ; 234.813,00 ; 234.813,00 ; 206.663,00 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510601;Aporte Patronal; 221.342,43 ; 208.314,14 ; 136.902,31 ; 136.902,31 ; 120.151,86 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;510602;Fondo de Reserva; 195.396,60 ; 185.642,25 ; 122.518,14 ; 122.518,14 ; 107.756,56 
2021;010-0015;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA NAPO;710706;Beneficio por Jubilacion; -   ; 93.220,00 ; -   ; -   ; -   
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510105;Remuneraciones Unificadas; 2.174.169,52 ; 2.178.870,74 ; 1.273.576,97 ; 1.273.576,97 ; 1.273.576,97 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510106;Salarios Unificados; 37.164,00 ; 28.188,00 ; 16.443,00 ; 16.443,00 ; 16.443,00 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510203;Decimo Tercer Sueldo; 201.466,25 ; 200.334,20 ; 22.817,43 ; 22.817,43 ; 22.817,43 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510204;Decimo Cuarto Sueldo; 44.506,67 ; 43.760,80 ; 41.100,18 ; 41.100,18 ; 41.100,18 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510306;Alimentacion; 2.996,76 ; 3.600,00 ; -   ; -   ; -   
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510510;Servicios Personales por Contrato; 234.000,00 ; 207.702,00 ; 123.192,00 ; 123.192,00 ; 123.192,00 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510601;Aporte Patronal; 229.314,07 ; 221.656,16 ; 130.297,34 ; 130.297,34 ; 130.297,34 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;510602;Fondo de Reserva; 201.589,35 ; 200.344,89 ; 117.401,08 ; 117.401,08 ; 117.401,08 
2021;010-0016;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA;710706;Beneficio por Jubilacion; -   ; 50.002,50 ; -   ; -   ; -   
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510105;Remuneraciones Unificadas; 38.177.976,47 ; 37.312.029,88 ; 21.762.003,98 ; 21.762.003,98 ; 21.762.003,98 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510106;Salarios Unificados; 275.662,67 ; 124.372,67 ; 73.887,67 ; 73.887,67 ; 73.887,67 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510203;Decimo Tercer Sueldo; 3.370.412,60 ; 3.358.560,03 ; 174.251,15 ; 174.251,15 ; 174.251,15 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510204;Decimo Cuarto Sueldo; 717.002,18 ; 686.090,02 ; 658.676,04 ; 658.676,04 ; 658.676,04 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510306;Alimentacion; 12.993,75 ; 8.400,54 ; -   ; -   ; -   
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510510;Servicios Personales por Contrato; 2.672.982,78 ; 2.720.654,08 ; 1.549.359,08 ; 1.549.359,08 ; 1.549.359,08 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510601;Aporte Patronal; 3.778.893,72 ; 3.680.710,97 ; 2.145.081,03 ; 2.145.081,03 ; 2.145.081,03 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510602;Fondo de Reserva; 3.368.091,65 ; 3.340.481,68 ; 1.945.854,82 ; 1.945.854,82 ; 1.945.854,82 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 65.214,83 ; 30.838,03 ; 9.044,40 ; 9.044,40 ; 9.044,40 
2021;010-0017;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA;710706;Beneficio por Jubilacion; 121.835,00 ; 55.755,00 ; -   ; -   ; -   
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510105;Remuneraciones Unificadas; 7.918.104,53 ; 7.662.810,29 ; 4.497.877,94 ; 4.497.877,94 ; 4.497.877,94 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510106;Salarios Unificados; 37.456,00 ; 14.304,00 ; 8.344,00 ; 8.344,00 ; 8.344,00 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510203;Decimo Tercer Sueldo; 723.550,24 ; 703.373,74 ; 42.397,84 ; 42.397,84 ; 42.397,84 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510204;Decimo Cuarto Sueldo; 134.263,92 ; 129.400,00 ; 121.665,84 ; 121.665,84 ; 121.665,84 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510306;Alimentacion; 3.551,77 ; 1.800,00 ; 150,00 ; 150,00 ; 150,00 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510510;Servicios Personales por Contrato; 702.980,30 ; 659.232,98 ; 377.867,60 ; 377.867,60 ; 377.867,60 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510601;Aporte Patronal; 796.789,29 ; 764.210,03 ; 447.968,57 ; 447.968,57 ; 447.968,57 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510602;Fondo de Reserva; 710.852,15 ; 693.733,68 ; 406.233,15 ; 406.233,15 ; 406.233,15 
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 11.249,85 ; 15.043,28 ; -   ; -   ; -   
2021;010-0018;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA TUNGURAHUA;710706;Beneficio por Jubilacion; 99.857,50 ; 205.320,00 ; -   ; -   ; -   
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510105;Remuneraciones Unificadas; 2.668.617,02 ; 2.575.495,72 ; 1.487.560,12 ; 1.487.560,12 ; 1.487.560,12 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510106;Salarios Unificados; 34.500,00 ; 33.308,00 ; 18.933,00 ; 18.933,00 ; 18.933,00 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510203;Decimo Tercer Sueldo; 237.115,91 ; 230.599,87 ; 17.825,56 ; 17.825,56 ; 17.825,56 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510204;Decimo Cuarto Sueldo; 48.955,36 ; 48.260,25 ; 43.200,27 ; 43.200,27 ; 43.200,27 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510306;Alimentacion; 1.995,00 ; 4.500,00 ; -   ; -   ; -   
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510509;Horas Extraordinarias y Suplementarias; 2.190,58 ; 500,00 ; 213,18 ; 213,18 ; 213,18 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510510;Servicios Personales por Contrato; 141.732,00 ; 140.382,00 ; 81.327,00 ; 81.327,00 ; 81.327,00 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510601;Aporte Patronal; 262.314,86 ; 253.702,73 ; 146.559,60 ; 146.559,60 ; 146.559,60 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510602;Fondo de Reserva; 225.466,83 ; 226.787,19 ; 129.310,85 ; 129.310,85 ; 129.310,85 
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510704;Compensacion por Desahucio; -   ; 745,00 ; -   ; -   ; -   
2021;010-0019;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 1.898,40 ; 5.135,60 ; -   ; -   ; -   
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510105;Remuneraciones Unificadas; 1.011.877,95 ; 976.953,99 ; 563.080,69 ; 563.080,69 ; 563.080,69 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510203;Decimo Tercer Sueldo; 98.873,63 ; 99.328,06 ; 10.291,66 ; 10.291,66 ; 10.291,66 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510204;Decimo Cuarto Sueldo; 26.742,38 ; 23.349,47 ; 20.389,50 ; 20.389,50 ; 20.389,50 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510509;Horas Extraordinarias y Suplementarias; 3.340,26 ; 1.337,29 ; 1.337,29 ; 1.337,29 ; 1.337,29 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510510;Servicios Personales por Contrato; 216.983,36 ; 208.486,80 ; 98.821,80 ; 98.821,80 ; 98.821,80 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510601;Aporte Patronal; 113.344,74 ; 109.364,44 ; 61.263,10 ; 61.263,10 ; 61.263,10 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510602;Fondo de Reserva; 95.894,24 ; 93.924,47 ; 50.313,72 ; 50.313,72 ; 50.313,72 
2021;010-0020;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA - GALAPAGOS;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 20.486,83 ; 2.348,15 ; 2.347,50 ; 2.347,50 ; 2.347,50 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510105;Remuneraciones Unificadas; 2.670.769,23 ; 2.681.336,54 ; 1.561.414,69 ; 1.561.414,69 ; 1.561.414,69 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510106;Salarios Unificados; 21.597,00 ; 14.304,00 ; 8.344,00 ; 8.344,00 ; 8.344,00 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510203;Decimo Tercer Sueldo; 240.806,12 ; 243.716,25 ; 7.076,00 ; 7.076,00 ; 7.076,00 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510204;Decimo Cuarto Sueldo; 48.896,40 ; 48.433,25 ; 46.833,22 ; 46.833,22 ; 46.833,22 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510306;Alimentacion; 1.848,00 ; 1.800,00 ; -   ; -   ; -   
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510510;Servicios Personales por Contrato; 197.783,92 ; 209.988,00 ; 117.408,00 ; 117.408,00 ; 117.408,00 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510512;Subrogacion; -   ; 407,33 ; 407,33 ; 407,33 ; 407,33 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510601;Aporte Patronal; 265.947,96 ; 267.272,97 ; 155.362,09 ; 155.362,09 ; 155.362,09 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;510602;Fondo de Reserva; 236.898,35 ; 241.918,32 ; 140.250,98 ; 140.250,98 ; 140.250,98 
2021;010-0021;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA SUCUMBIOS;710706;Beneficio por Jubilacion; -   ; 53.100,00 ; -   ; -   ; -   
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510105;Remuneraciones Unificadas; 1.609.066,99 ; 1.682.632,25 ; 964.435,95 ; 964.435,95 ; 964.435,95 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510106;Salarios Unificados; 14.304,00 ; 14.304,00 ; 8.344,00 ; 8.344,00 ; 8.344,00 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510203;Decimo Tercer Sueldo; 158.238,05 ; 164.990,63 ; 14.601,81 ; 14.601,81 ; 14.601,81 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510204;Decimo Cuarto Sueldo; 35.184,58 ; 35.647,66 ; 33.375,40 ; 33.375,40 ; 33.375,40 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510306;Alimentacion; 1.075,10 ; 1.800,00 ; -   ; -   ; -   
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510510;Servicios Personales por Contrato; 298.626,00 ; 278.467,20 ; 158.292,20 ; 158.292,20 ; 158.292,20 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510601;Aporte Patronal; 176.837,26 ; 181.668,33 ; 104.008,25 ; 104.008,25 ; 104.008,25 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510602;Fondo de Reserva; 151.411,33 ; 162.278,57 ; 93.355,18 ; 93.355,18 ; 93.355,18 
2021;010-0022;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 8.351,40 ; 1.192,50 ; -   ; -   ; -   
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510105;Remuneraciones Unificadas; 5.767.371,64 ; 5.637.520,70 ; 3.292.564,20 ; 3.292.564,20 ; 3.292.564,20 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510106;Salarios Unificados; 32.484,20 ; 35.340,00 ; 20.615,00 ; 20.615,00 ; 20.615,00 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510203;Decimo Tercer Sueldo; 487.981,41 ; 492.949,61 ; 26.593,01 ; 26.593,01 ; 26.593,01 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510204;Decimo Cuarto Sueldo; 104.940,83 ; 98.251,18 ; 95.284,81 ; 95.284,81 ; 95.284,81 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510306;Alimentacion; 2.828,11 ; 4.500,00 ; -   ; -   ; -   
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510510;Servicios Personales por Contrato; 163.444,00 ; 195.431,00 ; 107.666,00 ; 107.666,00 ; 107.666,00 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510601;Aporte Patronal; 547.986,20 ; 539.540,59 ; 314.471,34 ; 314.471,34 ; 314.471,34 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510602;Fondo de Reserva; 496.172,70 ; 491.793,01 ; 283.493,79 ; 283.493,79 ; 283.493,79 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 12.233,63 ; 646,60 ; 646,40 ; 646,40 ; 646,40 
2021;010-0023;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE SANTO DOMINGO DE LOS TSACHILAS;710706;Beneficio por Jubilacion; 101.480,00 ; 67.702,50 ; -   ; -   ; -   
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510105;Remuneraciones Unificadas; 3.177.621,61 ; 3.207.460,80 ; 1.863.490,80 ; 1.863.490,80 ; 1.863.490,80 
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510106;Salarios Unificados; 27.768,00 ; 14.304,00 ; 8.344,00 ; 8.344,00 ; 8.344,00 
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510203;Decimo Tercer Sueldo; 284.610,21 ; 289.660,43 ; 46.440,73 ; 46.440,73 ; 46.440,73 
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510204;Decimo Cuarto Sueldo; 62.779,68 ; 59.989,87 ; 55.490,32 ; 55.490,32 ; 55.490,32 
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510306;Alimentacion; 2.317,50 ; 1.800,00 ; -   ; -   ; -   
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510510;Servicios Personales por Contrato; 266.613,14 ; 261.088,00 ; 153.523,00 ; 153.523,00 ; 153.523,00 
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510601;Aporte Patronal; 319.112,64 ; 319.247,81 ; 185.817,70 ; 185.817,70 ; 185.817,70 
2021;010-0024;DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DISTRITO SANTA ELENA;510602;Fondo de Reserva; 284.733,39 ; 288.765,73 ; 168.203,73 ; 168.203,73 ; 168.203,73 
2021;010-9999;CONSEJO DE LA JUDICATURA - PLANTA CENTRAL;510105;Remuneraciones Unificadas; 18.859.823,71 ; 18.164.073,66 ; 10.517.929,55 ; 10.517.929,55 ; 10.517.929,55 
2021;010-9999;CONSEJO DE LA JUDICATURA - PLANTA CENTRAL;510106;Salarios Unificados; 458.931,06 ; 361.656,00 ; 207.241,00 ; 207.241,00 ; 207.241,00 
