A§o Registro;Mes Registro;Tipo Registro;Tipo Impedimento-Gobierno Abierto;Estado;No Registros;FECHA CORTE
2000;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;15;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;10;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;26;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;20;31/5/2022
2000;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;153;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;26;31/5/2022
2000;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;23;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;73;31/5/2022
2000;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2000;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;71;31/5/2022
2000;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;37;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;25;31/5/2022
2000;5;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2000;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2000;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;134;31/5/2022
2000;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;5;31/5/2022
2000;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2000;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2000;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;52;31/5/2022
2000;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2000;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2000;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2000;6;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2000;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2000;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2000;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2000;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2000;6;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2000;6;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2000;7;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2000;7;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;6;31/5/2022
2000;7;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2000;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2000;8;Impedimento;INTERDICCION JUDICIAL;Activo;6;31/5/2022
2000;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;17;31/5/2022
2000;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2000;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2000;9;Impedimento;INTERDICCION JUDICIAL;Activo;192;31/5/2022
2000;9;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2000;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;11;31/5/2022
2000;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;17;31/5/2022
2000;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;574;31/5/2022
2000;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2000;9;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2000;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2000;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2000;10;Impedimento;INTERDICCION JUDICIAL;Activo;7;31/5/2022
2000;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2000;11;Impedimento;INTERDICCION JUDICIAL;Activo;8;31/5/2022
2000;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2000;12;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;4;31/5/2022
2000;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;1;Impedimento;INTERDICCION JUDICIAL;Activo;4;31/5/2022
2001;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;21;31/5/2022
2001;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;61;31/5/2022
2001;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2001;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;11;31/5/2022
2001;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;37;31/5/2022
2001;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;3;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2001;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;23;31/5/2022
2001;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;127;31/5/2022
2001;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;4;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2001;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2001;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;66;31/5/2022
2001;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2001;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;40;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;40;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;5;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;66;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;19;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2001;5;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2001;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;10;31/5/2022
2001;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2001;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;166;31/5/2022
2001;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2001;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2001;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;6087;31/5/2022
2001;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2001;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;10;31/5/2022
2001;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2001;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;55;31/5/2022
2001;6;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;65;31/5/2022
2001;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;7;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;424;31/5/2022
2001;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;7;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2001;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;7;Impedimento;INTERDICCION JUDICIAL;Activo;6;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;136;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2001;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2001;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;848;31/5/2022
2001;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;9;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2001;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2001;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2001;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2001;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;20;31/5/2022
2001;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2001;10;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2001;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2001;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;28;31/5/2022
2002;1;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2002;1;Impedimento;INTERDICCION JUDICIAL;Activo;4;31/5/2022
2002;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;37;31/5/2022
2002;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;43;31/5/2022
2002;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;69;31/5/2022
2002;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2002;2;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2002;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;6;31/5/2022
2002;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2002;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2002;3;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2002;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2002;3;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2002;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2002;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2002;4;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2002;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;9;31/5/2022
2002;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2002;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;10;31/5/2022
2002;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2002;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2002;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;16;31/5/2022
2002;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;49;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;35;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1538;31/5/2022
2002;7;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;138;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2002;7;Impedimento;DESTITUCI‡N;Activo;10;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2002;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;26;31/5/2022
2002;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2002;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2002;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2003;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;1;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2003;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;26;31/5/2022
2003;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;15;31/5/2022
2003;1;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2003;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2003;2;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2003;3;Impedimento;INDEMNIZACI‡N POR RETIRO VOLUNTARIO;Activo;6;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;410;31/5/2022
2003;3;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;1;31/5/2022
2003;3;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;29;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;63;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;49;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;14;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;37;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;11;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;8;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;46;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;244;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;238;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;105;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;10;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;21;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;16;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;93;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;152;31/5/2022
2003;3;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;151;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;31;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;182;31/5/2022
2003;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;20;31/5/2022
2003;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;5;31/5/2022
2003;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;5;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2003;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;61;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;30;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;121;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;16;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;953;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;8;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;OTROS;Activo;2;31/5/2022
2003;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;57;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2003;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;127;31/5/2022
2003;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2003;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;8;31/5/2022
2003;6;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2003;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;15;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2003;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2003;8;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2003;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;3;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2003;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2003;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2003;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;5;31/5/2022
2003;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2003;11;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2003;11;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2003;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2003;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2003;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2004;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;6;31/5/2022
2004;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2004;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;195;31/5/2022
2004;3;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;64;31/5/2022
2004;3;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2004;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2004;3;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;245;31/5/2022
2004;3;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;8;31/5/2022
2004;3;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2004;3;Impedimento;OTROS;Activo;39;31/5/2022
2004;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;5;31/5/2022
2004;3;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2004;3;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;5;31/5/2022
2004;3;Impedimento;OTROS;Activo;1;31/5/2022
2004;3;Impedimento;DESTITUCI‡N;Activo;18;31/5/2022
2004;3;Impedimento;OTROS;Activo;1;31/5/2022
2004;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;229;31/5/2022
